accountNumber,accountHolderFirstName,accountHolderLastName,balance,interest
4245420170,Kerry,Kelland,812206.878,0.03
6079920589,Ingram,Brunroth,2322766.433,0.02
5843989117,Shaun,Plows,1045830.097,0.01
8975812720,Avril,Algie,1349284.398,0.05
9456415783,Dani,Campa,2924052.999,0.04
1206891133,Rickey,Yearnsley,2223317.287,0.02
9900707614,Sergei,Guttridge,3469282.348,0.02
4894497636,Teddie,Hubbis,177713.301,0.05
3546079372,Roshelle,Springate,143523.451,0.03
2842158309,Pooh,Seebright,1651124.541,0.02
5594780312,Earle,Douthwaite,1614338.475,0.02
6496039331,Alain,Hunnaball,3714747.297,0.02
2214200563,Tiler,Leaburn,721936.997,0.05
8540048294,Wilek,Maiden,965762.293,0.04
8022651014,Rachelle,Kirkam,4429793.291,0.01
2156523347,Weston,Forshaw,4756825.891,0.03
4486321703,Morissa,McCreedy,2927177.791,0.02
2926774168,Lemar,Malia,3039685.159,0.05
4974476956,Guillermo,Pheazey,3158433.381,0.04
6931713391,Randolph,Ubanks,4879456.092,0.04
2515546229,Lev,Pidgen,3254599.756,0.04
4511501465,Des,Hully,3511423.754,0.03
6804427946,Joseph,Chedzoy,918156.202,0.03
8726331166,Mela,Magog,354008.221,0.04
1640736059,Netti,Gleadhell,3101981.112,0.02
9544465057,Brendis,Forrestor,4322583.098,0.05
3445900312,Balduin,Rodger,2194445.854,0.02
2785403355,Janean,Mosen,4544306.547,0.03
6833115827,Elfreda,Chadbourne,4046638.947,0.02
7487626320,Benjamin,Flemyng,4023288.844,0.03
5666247196,Madlen,Chater,2552795.346,0.03
2993318281,Jeromy,Scollard,1369546.599,0.03
5497364871,Moritz,Tomsen,3834713.369,0.03
8407976318,Lorine,Constanza,3350101.39,0.04
5023461156,Jarrod,Gillespie,669537.763,0.02
1825309530,Doy,Boswood,189934.896,0.02
1205414110,Randa,Itzchaky,191527.04,0.04
8137741941,Suellen,Beadnall,881667.889,0.05
3626587301,Valentin,Reddick,1375205.727,0.04
5665494247,Bearnard,Grigorescu,4195280.927,0.03
9707581363,Natalee,Macy,4812192.267,0.03
2395147477,Laurel,Draysey,3377858.31,0.01
8224374648,Lyn,MacGebenay,1166186.197,0.01
1516536746,Eugenia,Waith,2818700.672,0.05
6220705825,Patty,Core,4312588.808,0.03
3290032339,Jamison,Jillard,1048309.218,0.01
5025874169,Reginauld,Drepp,3592359.553,0.05
4406467828,Lanny,Josephoff,3181127.862,0.02
3516122670,Olia,Ruppertz,3709334.69,0.01
2403750636,Dredi,Boydle,206517.613,0.03
4061957930,Mareah,Di Pietro,3772861.641,0.03
8436496745,Rosalia,Caunt,805239.354,0.04
9153985730,Cortie,Ledrun,192647.008,0.01
2803307923,Lelia,Surcomb,879029.474,0.02
3531979916,Adrianne,Wharram,3240342.827,0.03
8841693857,Rafaellle,Damrell,4094306.435,0.04
4794603391,Nikolos,Foale,3513410.7,0.02
3621157353,Stormi,Bernlin,2860489.881,0.03
8205494557,Tasha,Weetch,3693946.37,0.02
4951327114,Berri,McOrkill,4260981.893,0.03
4220196466,Noelle,Letson,2696268.898,0.03
2070905646,Gaby,Haggerwood,1424024.907,0.04
9351991464,Pincus,Arnall,500985.572,0.04
5408786139,Cathleen,Stonelake,3639342.803,0.02
6755929932,Harrietta,Ghelerdini,3578476.464,0.03
5402874787,Cleve,Eadon,3532175.919,0.05
9145962852,Max,Dukes,2038992.16,0.05
8905927408,Brandea,Stollenwerck,174124.335,0.02
7052276954,Erwin,Rummery,1449663.091,0.04
8703959473,Perri,Lumly,4457531.871,0.03
2669072122,Sean,La Croce,4212497.856,0.04
6454864790,Alvan,Hudson,3332256.594,0.02
8141459986,Barny,Penni,3335228.444,0.02
9987634255,Farah,Kalinowsky,3342233.807,0.02
1962165965,Aubrette,Whilder,2193624.92,0.02
7881635365,Silas,McRuvie,3062270.882,0.04
1918095058,Jessi,Filipiak,566346.955,0.02
8717518625,Jeannie,Petican,4042113.717,0.03
3552773958,Dalenna,Trevaskus,2884518.777,0.05
3540265488,Malena,Antos,2730578.621,0.01
4091432390,Meridith,Greenstock,4388542.027,0.03
6548867351,Dall,Jeaneau,666777.446,0.01
7435309520,Lisle,Cheake,530333.95,0.05
9067777288,Hyacintha,Waleran,987619.335,0.02
3313747880,Georgie,Drysdell,898728.586,0.04
5541587855,Ronald,Yeardley,1668473.728,0.02
6011924875,Renata,Terbruggen,384792.303,0.04
2375931788,Sanson,Gummery,110186.381,0.05
7341127484,Bren,Tweedell,2156125.94,0.03
1410886002,Pet,Larcher,266642.833,0.02
4485801857,Mattheus,Tatershall,2646525.39,0.03
7706583241,Shayne,Doddrell,2566349.845,0.04
8316637127,Karola,Straneo,716838.376,0.03
7398377631,Corabelle,McCurt,1126865.286,0.03
1427089633,Patty,Sewill,1435806.781,0.04
2690419231,Luisa,Bisco,2790434.653,0.01
5212898567,Lucilia,Yearne,2373773.951,0.02
2459806645,Chaim,Bosley,1479104.65,0.03
9590995674,Missie,Fassmann,3841401.376,0.04
4827232842,Koenraad,Klain,4974253.7,0.04
5033332587,Almire,Antonsen,2416633.21,0.03
1555485809,Mari,Grolle,4142032.261,0.03
7513316490,Fidela,Mucklow,367991.839,0.01
8439400959,Moss,Gumb,2999093.557,0.05
1834131163,Marcela,Doag,1635173.47,0.03
7661467754,Alexandr,Schuchmacher,1387804.445,0.03
3339978105,Cammy,Filipczynski,3258238.53,0.02
7749511432,Karney,Piotrkowski,3733173.773,0.04
8689395789,Roi,Penna,1170629.49,0.01
9448336993,Carling,Burbudge,4861950.657,0.01
7377136346,Gaylene,Nightingale,1951922.502,0.02
3240880594,Austin,Britee,2675921.468,0.02
6060368695,Liliane,Cantero,4016411.847,0.04
9259773606,Byron,Kleisle,2172133.501,0.02
3596880980,Robena,Ragsdale,432026.965,0.03
2947343979,Findlay,Spennock,3317987.758,0.01
4401946132,Coralyn,Magauran,1880935.836,0.03
5493781632,Astrix,Honack,1673698.441,0.02
5384328378,Darrelle,Lukash,2818482.476,0.03
5815882663,Ezri,Reinisch,3213194.118,0.03
7325672308,Halli,Myrkus,3955153.294,0.04
9933467901,Sissy,Ortler,49919.681,0.02
3385021347,Luke,Vase,236059.193,0.04
5495288455,Conant,Woolerton,3302155.809,0.05
6147499900,Caro,Ander,2146575.133,0.04
9746734908,Chris,Sammars,4900816.805,0.05
4710862855,Harwell,Nuttey,2478214.027,0.04
1436564480,Ker,Di Franceschi,956768.188,0.02
3828069604,Millard,Pithcock,4662398.193,0.02
9128887283,Dreddy,Knight,77658.876,0.05
6471562523,Osmund,Kalderon,2223628.215,0.03
6976832655,Paulita,Hargrave,1825760.816,0.04
7964692395,Karoly,Middler,2107595.339,0.04
9375479949,Paddy,Scroggie,4801944.397,0.01
8429478128,Henry,Spera,1347296.274,0.05
1749643915,Winonah,Jatczak,1519550.74,0.03
9170156999,Lynnelle,Haddleston,888671.37,0.02
3736832712,Mozelle,Brightwell,1891897.248,0.05
7366377048,Laurel,Bloschke,632907.529,0.03
5767412745,Theodor,Liveley,3201973.86,0.03
6049282521,Elita,Batman,1974813.322,0.04
1185520382,Liuka,Gerrell,2794508.287,0.02
8472256566,Rosemonde,Newall,1499297.138,0.02
1051781318,Theodore,Hanselmann,741764.249,0.04
9383024014,Ulick,Heasly,4920046.772,0.01
4695958248,Sydney,Matisse,3178490.778,0.04
4811333051,Roshelle,Alasdair,4179300.662,0.05
4983872976,Felice,Garnsworthy,1555279.995,0.03
4224407700,Siegfried,Bayliss,2152259.232,0.05
2489295123,Kettie,Sankey,3030750.901,0.05
5066247893,Lars,Wollacott,3924431.938,0.03
2077194857,Felicia,Snelle,4799013.539,0.03
1826283386,Kaja,Threadgall,4618063.263,0.01
7162243019,Dari,Deners,352033.331,0.05
9042182729,Cyrille,Podbury,2759595.262,0.02
1584542256,Sigismondo,Penreth,3266222.407,0.02
9809106142,Murry,Mattiazzo,4218245.967,0.04
2205290667,Giraud,Overil,1498396.471,0.01
3503099472,Parrnell,Nobriga,4766383.37,0.05
5904239155,Carena,Crepel,1496807.424,0.02
2990646087,Julietta,Wheelton,2491957.693,0.05
9696878768,Donn,Biermatowicz,1163500.172,0.04
6633726870,Hollis,Klaesson,2960074.601,0.05
1112921369,Gail,Sunners,2789004.687,0.02
1311007451,Lin,Dabbs,3281129.443,0.02
2144441604,Bevan,Jeannot,541918.02,0.01
8048148585,Alf,Bache,3218192.457,0.02
6578170653,Nonah,Donn,2606245.43,0.01
1356982210,Emilio,Hazell,3356938.041,0.03
7100815320,Diahann,Tebb,2033732.771,0.03
4564114237,Maryanna,Oylett,3510001.487,0.03
9729679404,Reider,Lyal,4974352.393,0.02
4584104615,Angus,Stainton,1808065.414,0.05
1291113127,Pollyanna,Goodsir,3787399.06,0.03
5858656585,Debi,Mucklo,4435444.403,0.03
8032820662,Cary,Wallbridge,3844636.901,0.03
2581241307,Roldan,Murrish,3862313.47,0.05
3473449527,Trish,Edgars,1508190.552,0.02
7984292576,Lezlie,Kamienski,2588563.629,0.03
4437045277,Chaim,Zmitruk,312936.694,0.05
6901557095,Ario,McChruiter,867290.525,0.04
4596708816,Reade,Rabbage,4137606.14,0.04
6751382078,Even,Balmforth,188251.406,0.01
6520903664,Barbara-anne,Groocock,4302714.38,0.01
4239550296,Jeffry,Flippen,3311698.854,0.02
7415371628,Rodney,Stradling,3272884.659,0.05
9803238261,Horatius,Perotti,347585.046,0.03
3431394138,Dex,Wintle,3535621.502,0.05
4238142870,Joeann,Nan Carrow,394725.612,0.05
6993811450,Rosalind,Morling,4059572.364,0.03
9270193320,Evy,Daouze,1061254.374,0.01
3576819679,Wandie,Dorney,2976891.972,0.03
4538855455,Gregor,Rebillard,2947286.304,0.04
2429726526,Caressa,Izhak,1566670.47,0.02
2983224803,Wilone,Burrus,1132917.457,0.04
8521684759,Therine,McEniry,4789888.939,0.04
9177380890,Parker,Leathe,2707196.989,0.03
1883224677,Mitchell,Bedome,1656104.748,0.02
8429931107,Ariana,McGerr,2842929.825,0.04
2736305914,Shayne,Tripcony,810872.158,0.01
6506463190,Wilburt,Bickerstasse,1989187.109,0.04
8982179677,Barnabas,O'Brien,3807361.186,0.03
5854391036,Hilary,Masi,2217171.478,0.03
8432435575,Esmeralda,Cran,2661405.632,0.05
9668486449,Perri,Bassett,1802155.775,0.02
1433192453,Ida,Poundford,4418898.455,0.02
7554200284,Beatrisa,Dench,3800180.476,0.03
4837324261,Gunter,Ross,4145505.512,0.01
2000569056,Natty,Ivy,2901797.787,0.01
7543943837,Alyssa,Ellerington,2096672.974,0.03
6546523202,Angele,Belchem,1279276.836,0.04
2644864010,Bernice,Oldford,4754210.848,0.02
4340598284,Ker,Deaton,2005943.506,0.02
9479269941,Theodore,Sinnock,3200542.335,0.02
8576068796,Bard,Pask,1972106.932,0.03
4160505236,Dominik,Kiendl,1180313.028,0.04
3209493053,Hailee,Buzek,3208891.833,0.04
3156244302,Alaine,Corballis,677830.683,0.04
9135135515,Roi,Deluca,2210166.922,0.01
4289120591,Rufus,Duddle,4490210.453,0.01
3844028981,Loralyn,Girone,615911.498,0.04
8678692680,Jillie,Nial,692481.925,0.02
3809552803,Alair,Haberfield,2064759.201,0.03
3270296075,Luca,Hayles,2556204.653,0.03
3371144346,Rupert,Buyers,4607061.499,0.04
4572640916,Glori,Duddin,2886651.657,0.03
5271358493,Maximilien,Van Oord,384057.249,0.01
7659228499,Prue,Burness,3856439.481,0.01
3225787648,Concordia,Matusovsky,103296.623,0.02
8517791590,Elna,Medwell,3753491.042,0.02
6731561032,Callida,Timothy,2648232.19,0.04
3315760174,Ivie,Cluer,1076806.89,0.05
3497217314,Kristina,Mallya,1733092.569,0.02
1677642800,Rainer,Summerlad,1024840.195,0.03
3972755354,Robbie,Fairrie,1377476.198,0.02
5575241773,Jess,Tynewell,3033589.722,0.03
8124498948,Eward,Tosh,625471.035,0.01
4176794008,Jenda,Boulden,3032750.338,0.02
8030398847,Dusty,Goring,4786784.116,0.02
7458011289,Kandace,Sallans,3683230.664,0.01
8569978086,Marjie,Crucitti,4828556.776,0.03
3063730252,Hildy,Saintpierre,1926681.102,0.02
2307749357,Wit,Muck,3526922.858,0.05
8982932733,Winonah,Lafee,3185933.791,0.02
6141149437,Anabel,Branchett,1580183.305,0.04
2257379052,Gisele,Haysom,1748951.785,0.03
9340271012,Clari,Leveret,682393.02,0.05
5727633693,Yurik,Goode,1527348.367,0.02
6755614829,Meara,Beckensall,1412350,0.02
8244497835,Krissy,Ruzicka,3879067.122,0.01
4816026940,Boonie,Ondrus,210732.323,0.03
1532112183,Conny,Jolliff,3716315.934,0.02
8931731921,Spencer,Drake,4161889.887,0.04
1288632306,Morganica,Duester,1200451.513,0.04
5508333714,Sallyann,Avraham,72997.481,0.01
8029584380,Adham,Borer,295663.765,0.01
2002781279,Cilka,Deniset,859989.16,0.04
7348116871,Christi,Le Gassick,2757765.229,0.03
2806748433,Shae,Bydaway,2499651.468,0.04
4815300269,Hilario,Purle,1392281.38,0.05
2813514088,Kata,Killgus,2346334.07,0.03
1939034720,Dorie,Pinn,1978347.775,0.03
4892447228,Fayina,Thomen,4363285.631,0.03
6328351374,Baudoin,Breed,2032222.986,0.05
4871470031,Valerye,Coit,4943647.308,0.05
9810945117,Peadar,Doorbar,4228315.23,0.04
4064357927,Bernhard,Gathercole,1452360.817,0.05
8243514897,Cello,Nockells,3024162.834,0.01
6158842788,Brittney,Scardifeild,3062275.372,0.03
8785143883,Christie,Leverett,29034.85,0.02
3086635064,Justis,Pountain,57879.813,0.04
3893232736,Margot,Housin,2252815.985,0.02
8481212195,Israel,Arnefield,858491.108,0.05
8401844918,Jay,Rowlstone,1039094.679,0.03
4847416574,Anthony,Caston,3527915.344,0.04
8043153836,Magdaia,Dalliston,4899372.498,0.05
4487817010,Donny,Brikner,4107385.845,0.04
6771964887,Randi,Duthie,4098620.356,0.03
1483302051,Anson,McCloud,979866.343,0.03
2765037167,Sosanna,Rofe,417717.536,0.01
8029059162,Felike,Thiem,3698939.653,0.05
1775748959,Celina,Tomney,2167173.34,0.02
1596854141,Cordelie,D'Arrigo,2486785.19,0.04
3464248414,Meggie,Seignior,3209108.457,0.04
6432985887,Shaylynn,Sellman,1345999.627,0.03
3440999710,Chanda,Fick,3739155.487,0.01
5902989136,Idalia,Dalglish,610512.666,0.03
5579137791,Shirl,Lissandre,1774437.662,0.02
4047172827,Vivie,Rizzello,668693.597,0.03
2780873392,Vince,Brisco,2841370.095,0.01
9869027070,Simone,Hassett,1728000.482,0.01
9841561268,Emelia,Jedryka,2882638.857,0.05
8362018266,Valencia,Heliar,3544935.086,0.03
1744091539,Gill,Giovanni,4276997.964,0.03
5828404363,Kermy,Tinmouth,4052592.361,0.04
3435228040,Lazar,Eytel,2213276.389,0.02
6227246445,Latrena,Mugg,1925797.872,0.02
1940281112,Donnamarie,Kentwell,3539609.798,0.04
4161470198,Rollin,Lindman,3985818.056,0.02
1228530550,Remus,Bowery,2054392.087,0.03
3794440651,Felix,Harbour,1974882.512,0.03
6053639816,Boycie,Ballchin,2533252.631,0.05
1213196543,Filia,Bean,787776.923,0.04
5112058005,Kerianne,Bedford,2545618.838,0.02
7898919980,Mohammed,Pocklington,3331309.41,0.02
7181280552,Jennine,Tonkinson,2276956.143,0.04
6466719749,Talya,Lefever,461521.425,0.04
2964582230,Christye,Lelande,163402.137,0.02
1615277350,Man,Pitblado,333384.373,0.02
4233511964,Mala,Edgerly,1280678.291,0.04
8503479878,Kennith,Attow,3400519.996,0.05
5651505388,Shermie,Seth,3868201.165,0.01
1232116645,Carola,Flecknell,2749932.27,0.05
2896925347,Effie,Wank,4817769.598,0.02
9617483953,Quintana,Fairbrace,2027595.626,0.03
9053557422,Pancho,Mourant,1120510.27,0.05
7452953973,Elyssa,Tibbetts,2018359.833,0.02
3569188445,Howard,Pester,1326953.428,0.02
2775847179,Elberta,Brim,212757.593,0.04
9050179492,Richmound,Venton,2399133.547,0.04
3056092838,Marjy,Brickstock,4544826.967,0.02
2664854018,Estel,Gleadhell,1724592.357,0.05
8299705704,Lamar,Knowlman,256404.232,0.04
5142442908,Remy,Guiu,4287778.666,0.02
3145607277,Oralla,Oliveira,2531819.892,0.04
1246913331,Toby,Jobbins,1617125.341,0.04
7154364853,Charin,Steffan,155900.549,0.04
7053584489,Jennifer,Wildsmith,3995329.525,0.04
4364959584,Adolf,Frankowski,2871374.655,0.05
6062960046,Leland,Geertsen,3034696.63,0.03
7612003411,Korey,Drewson,948443.923,0.02
4897134615,Germayne,Burnham,451148.507,0.02
9311009228,Kip,Billison,2106954.112,0.02
9065401638,Fallon,Snelgrove,3415390.875,0.04
5938778042,Gareth,Tapson,4268946.713,0.03
5158149641,Emilie,O'Tuohy,4591747.03,0.02
9765661539,Rosalind,Mayling,4416945.129,0.05
8636578446,Jacinthe,Dohr,4687905.393,0.01
1468824782,Ardeen,Feye,3170051.041,0.04
5660217195,Valma,Cadwell,2269495.151,0.01
5609002039,Adelice,Hellier,3663448.954,0.02
4023856597,Kizzie,Bambrick,2496101.755,0.04
9662821782,Melisse,Bockings,4352536.678,0.02
8463601141,Sheilakathryn,Landells,884112.774,0.02
3384061063,Artemis,Palley,1858352.584,0.02
6022723337,Patsy,Hartshorne,1557770.544,0.04
7369006269,Alexa,Veart,1909226.133,0.03
6120213625,Mari,Fulmen,3207360.51,0.03
2091767951,Edith,Lorenzetto,228401.025,0.03
4037834983,Junie,Gladyer,1576332.038,0.03
1295497203,Lucila,Tofano,4218497.85,0.01
4886137599,Benito,Miquelet,2308797.338,0.04
5490859852,Herman,Cheyne,3440305.325,0.02
9071506790,Domenic,Trundell,2411787.479,0.04
5339696945,Ealasaid,Filippyev,415758.791,0.02
6357565994,Nicholas,Bernardet,1943201.099,0.04
9136016557,Noam,Stickley,4484265.187,0.05
8848692828,Jacobo,Maddyson,2221018.213,0.03
4217428313,Desmond,Fidoe,3935551.326,0.05
6138491883,Rolando,Siebart,2606439.852,0.02
2127437870,Cleon,Medforth,861207.276,0.04
3972213148,Ceil,Scanlin,231784.451,0.04
5750318151,Maible,Collings,1004434.658,0.04
7864643349,Gerhardine,Shelf,4540772.061,0.05
1173936052,Noland,Tompkin,2870678.465,0.02
9143600554,Scarlett,Jorin,3300324.718,0.04
2950195381,Hadria,Izzett,4269966.056,0.02
1571649910,Yule,Fergyson,91083.32,0.02
3800465782,Dottie,McCulley,3293574.649,0.02
5796573648,Laney,Crossman,2177409.274,0.02
8274620424,Uri,Malone,3838179.543,0.02
3726650085,Farr,Bendixen,757152.918,0.04
1353564763,Kayle,Cozens,3620079.798,0.03
2774409919,Kissee,Gore,183219.275,0.01
4569431365,Jarrett,Presland,3841645.007,0.03
2718808047,Arda,Copcutt,1300754.869,0.04
5807666962,Derril,Berceros,4314862.588,0.03
4943757573,Barbey,Woodward,3129946.867,0.04
1084837830,Zollie,Viste,1618545.192,0.03
6283210872,De witt,Toping,3828748.491,0.04
4660497643,Barbi,Moody,2281602.995,0.04
2732049007,Katleen,Grealy,544175.465,0.02
4546911185,Thurstan,Yurygyn,1442596.534,0.02
4769609058,Cazzie,Rains,3666853.255,0.02
8905388989,Trude,Kohter,1379070.673,0.04
5593865415,Katherine,Curtois,1111866.576,0.04
2091877592,Fancie,Beau,123525.89,0.03
8507274952,Rora,Alberts,2166704.899,0.04
9740183651,Benedicta,Kroll,1507961.955,0.03
1853405529,Martha,McLeish,2501267.044,0.02
5741394895,Marlie,Tarbard,3581818.488,0.03
8530594659,Fay,Sutch,2433603.41,0.04
4247571702,Andy,Iremonger,4359307.11,0.04
5801617971,Wendell,Diego,4543973.805,0.04
9273816695,Perla,Ilyasov,4632513.3,0.03
8361969970,Carolyn,Kubas,785930.504,0.03
1561643424,Dagny,Foulstone,3894705.273,0.02
6844872155,Delphine,Goodredge,741818.23,0.02
2328979977,Ripley,Troake,2526787.029,0.01
7148444439,Maurise,Maria,2592337.996,0.04
8788657074,Tracie,Wones,2608943.338,0.03
7815191050,Randi,Ades,2122824.461,0.03
2897160344,Jeremias,Billison,2481994.88,0.04
5083906990,Hurley,Pelling,2745569.683,0.04
7041712182,Alexis,Halpeine,48330.103,0.04
8997803169,Florance,Hedaux,732490.826,0.02
1762395887,Neille,McGeachey,3426450.78,0.03
8706244559,Osborn,Gulley,1515603.595,0.04
9660445104,Mycah,Dalinder,2379104.225,0.02
8762561270,Merwin,Attwoul,1350862.146,0.03
7971961127,Bessie,Blaylock,2830654.849,0.02
8607849014,Katharine,Addenbrooke,811915.542,0.02
4043083030,Rouvin,Picard,1465837.456,0.03
3944633075,Lucie,Bolstridge,183358.656,0.05
5347996298,Tasia,Bartaletti,2011888.141,0.01
4581724791,Darcie,MacNish,2381145.242,0.01
3792230887,Edward,MacLachlan,1345199.841,0.03
5147874524,Bobette,Cabera,3162077.385,0.02
1814682944,Sutherlan,Stelle,3497542.97,0.05
9708825238,Uriah,Ormshaw,811366.574,0.04
6551265585,Minni,Fripp,3505033.366,0.03
4703055216,Legra,Overnell,2726218.761,0.04
1294118913,Bobbie,Mattes,2253486.159,0.03
8471762089,Phyllis,Gooders,1388068.473,0.02
2557863465,Dorry,Marks,319294.462,0.02
3648239777,Chen,Bevir,2584265.95,0.04
8454858179,Raoul,Leate,2307742.775,0.01
2586045095,Zak,MacCook,487392.497,0.01
4483255052,Tabbie,Dubs,2502611.333,0.02
3689994216,Jean,Pearmain,464891.622,0.02
4388584583,Gigi,Byrom,4912459.686,0.01
8704368056,Candice,Brixey,969490.406,0.04
9006428799,Shirleen,Bertome,2134931.121,0.02
9999494937,Christy,Brockman,3041265.075,0.03
5908840498,Lia,Marran,195301.655,0.04
7320709694,Stormie,Stowe,3872324.297,0.04
7286464462,Binky,Ronald,832575.79,0.02
6348178240,Barty,Bowdler,1269268.472,0.02
3469677748,Sigismond,Yurocjhin,4653232.775,0.02
8554478762,Marie,Warbys,4434116.759,0.04
8417765515,Allis,Alman,3693452.942,0.03
7712282177,Jackie,Nazaret,3010915.096,0.04
2449198478,Aubrey,Kinneally,2388429.251,0.01
3974298958,Richmound,Ebdin,2755861.275,0.05
6042892742,Gonzales,Scranney,4764859.41,0.02
3276761967,Roxanne,Kristoffersson,1756824.848,0.01
2819974379,Essy,Huntington,3630508.621,0.03
8584928627,Joanie,Cosens,2671223.846,0.04
1108441884,Amabelle,Melwall,587145.336,0.05
4593195297,Joshia,Janek,1283764.057,0.05
2339859254,Wilburt,Cobbe,4922558.264,0.03
5983973845,Chery,Dast,4958468.547,0.03
1664311742,Kym,Artis,1648510.024,0.03
5645614763,Chrissy,McVittie,749652.717,0.04
1210026561,Roxanna,Purbrick,4054248.975,0.05
5416278486,Analise,Lovering,2831824.206,0.03
4291992997,Nickie,Ollenbuttel,2342194.55,0.03
3715248546,Brok,Saltmarshe,4438772.673,0.05
8165770082,Winna,Buzza,3356707.379,0.02
4289437884,Nolly,Venturoli,446488.774,0.04
1055366677,Rici,Courage,856669.644,0.05
4814839164,Hermia,Whyard,349840.932,0.04
8156098273,Lindsey,Fallon,4104987.273,0.05
5954784744,Karen,Befroy,668582.452,0.02
5933469628,Alexa,Gyves,3804840.735,0.02
1575277510,Jorrie,Naish,1621103.435,0.01
8108011367,Derry,Snooks,3559710.807,0.05
4082743060,Lucias,Fieldgate,3136059.98,0.01
7974477157,Tessa,Probetts,3472247.421,0.02
3514152768,Barret,Moreno,4348061.74,0.02
3010372081,Rutherford,Codi,1929788.041,0.01
2302955701,Verney,Chessel,2742694.282,0.03
6346970384,Kerwinn,Chaunce,938988.772,0.03
4577360406,Greggory,Greenroyd,1975639.396,0.02
6698616746,Ezekiel,Moscone,3781061.353,0.05
3240494406,Malachi,Gunthorp,2096672.305,0.02
6132454366,Dunn,Duer,3981079.125,0.02
3046894146,Lisle,Penylton,3949100.952,0.01
1220443080,Mala,Duinbleton,3213194.521,0.05
8224036843,Travus,Izakson,4785390.418,0.05
1501091419,Bentley,Blasius,788721.115,0.01
2587593035,Andrey,Coase,2048112.133,0.04
1180928466,Alfons,Wilse,2401729.871,0.02
6023146188,Shell,Antunez,4254661.267,0.02
9317706725,Audrey,Cheshir,3019821.738,0.02
7442120748,Pegeen,Van Brug,2814670.251,0.02
5536513046,Christos,MacLeese,1375554.529,0.04
7783918520,Rosalie,Pegler,1696275.904,0.05
4337076711,Syd,Weldrake,4668098.664,0.03
6287387994,Alisun,Fitzackerley,2293647.321,0.04
2380194527,Lanny,Millins,3048475.045,0.04
2722528727,Augie,Deinhard,4419846.352,0.04
5057851633,Rebekkah,Caves,2225178.6,0.02
1386315351,Wolfgang,Sheal,3519412.346,0.01
9245471589,Lianne,Sercombe,510538.835,0.05
4829454337,Iorgos,Lethardy,4695415.573,0.03
6667430066,Orton,Rogerson,4597672.674,0.03
4631647084,Judas,Zamudio,643720.252,0.02
7334788841,Stephenie,Vurley,4424895.895,0.02
8748136422,Jarad,Sherrocks,4425243.914,0.04
9839656767,Tim,Derycot,3956443.514,0.04
4041238450,Brinn,Gehring,3797024.414,0.05
6886966096,Vere,Flaunier,4255429.128,0.04
3657421487,Quinta,Hovington,4352897.485,0.03
2624598920,Case,Hulkes,3313568.155,0.03
2625683837,Carline,Roose,1265624.205,0.03
6513493368,Alexio,Mault,782684.692,0.04
7022152876,Ted,Gott,1867059.523,0.03
6854910355,Ferdinanda,Staniford,2812315.198,0.04
9477308816,Morley,Bathurst,4998040.221,0.04
4562870213,Dane,Thame,52992.957,0.02
8453490747,Susannah,Bremner,4377486.573,0.05
6795884252,Stanly,Benneyworth,4582735.705,0.01
6634547318,Valene,Haddleton,998415.947,0.04
7177577088,Lynette,Gaskin,4736384.803,0.01
4213818028,Haze,Brundale,471668.179,0.02
2661575755,Corissa,Graeser,4659597.446,0.01
4412008951,Ameline,Spray,1244447.537,0.04
8280159457,Nina,Vedekhov,3645485.816,0.04
1597477692,Bibbie,Macguire,263459.419,0.02
1078050930,Marris,Handasyde,1411723.242,0.04
8858233132,Sloan,Drage,1083346.813,0.04
7859571770,Rickey,Larcier,1787314.762,0.03
1489726471,Deva,Realph,2492633.751,0.04
5488905898,Barrett,Slyman,2149861.539,0.05
7459364642,Margie,Inmett,2060868.995,0.03
4242565359,Ora,Hazlewood,521644.358,0.04
2028869220,Etienne,Rowe,1967081.511,0.05
9803938437,Susanetta,Bulluck,2255811.327,0.02
6426407415,Jenda,Kull,4988774.963,0.02
9023723037,Georgie,Depke,1321937.885,0.04
3225363542,Siobhan,Oliff,2218800.736,0.04
8217254251,Hanna,Arnal,1392431.954,0.03
2225117916,Pauly,Ingreda,2372637.994,0.02
9657140799,Tomasine,Cleator,2157197.403,0.04
7350539726,Devonne,Finnigan,2054585.398,0.02
2458489695,Care,Scarsbrooke,4278032.361,0.04
8422515815,Yalonda,Layton,4203503.547,0.02
4816381340,Liuka,Pailin,2811540.615,0.05
6771693386,Silvio,Maase,2749108.997,0.04
6234048914,Kori,Kynder,755197.019,0.05
6205169420,Gardener,Duckerin,689687.165,0.04
7275212397,Ikey,Iskow,3208072.211,0.01
3857326518,Jesse,Bareham,681584.952,0.02
9742574270,Randal,Lexa,3526010.703,0.05
9064334343,Lilllie,Scroxton,3025951.873,0.03
8465074748,Tyne,Simnel,2984864.039,0.05
1867577611,Geneva,Dennant,3245127.78,0.02
8962968949,Ketty,Wing,2294117.794,0.01
4068807908,Natal,Giacaponi,1563727.63,0.03
9358446391,Ethyl,Barchrameev,1210425.609,0.03
3290564242,Constanta,Tower,2740672.576,0.03
7617384070,Quincy,Boothby,167978.389,0.05
5659711197,Mar,Ling,3135322.883,0.04
9706552628,Hillel,Glazyer,1613994.672,0.03
7729557863,Kristel,Willans,2703549.512,0.04
5321040332,Edita,Pownall,1534720.983,0.02
